Transaction ID,Item,Cleaned_Item,Quantity,Price Per Unit,Cleaned_Price_Per_Unit,Total Spent,Revenue per Unit,Payment Method,Location,Transaction Date
TXN_7896831,Coffee,Coffee,5,2,2,10,2,Cash,Takeaway,01-04-2023
TXN_2510233,Unknown,Smoothie,2,4,4,8,4,Credit Card,In-store,04-11-2023
TXN_3541337,Cookie,Cookie,4,1,1,4,1,Digital Wallet,Takeaway,01-09-2023
TXN_2140056,Cookie,Cookie,1,1,1,1,1,Digital Wallet,Takeaway,07-12-2023
TXN_9629256,Cake,Cake,4,3,3,12,3,Digital Wallet,In-store,07-11-2023
TXN_8419985,Cake,Cake,3,3,3,9,3,Unknown,Unknown,26-08-2023
TXN_6349916,Salad,Salad,1,5,5,5,5,Cash,Unknown,09-07-2023
TXN_6568254,Salad,Salad,2,5,5,10,5,Credit Card,In-store,09-02-2023
TXN_1730385,Cake,Cake,2,3,3,6,3,Credit Card,Unknown,01-03-2023
TXN_7800576,Sandwich,Sandwich,4,4,4,16,4,Unknown,Unknown,13-07-2023
TXN_6935600,Coffee,Coffee,3,2,2,6,2,Unknown,Unknown,02-01-2023
TXN_1851725,Cake,Cake,5,3,3,15,3,Cash,Takeaway,19-02-2023
TXN_5691112,Juice,Juice,5,3,3,15,3,Unknown,Unknown,24-03-2023
TXN_9514836,Coffee,Coffee,3,2,2,6,2,Unknown,In-store,29-03-2023
TXN_4172649,Salad,Salad,4,5,5,20,5,Digital Wallet,Unknown,19-05-2023
TXN_6504096,Salad,Salad,5,5,5,25,5,Cash,Unknown,10-09-2023
TXN_9921708,Cake,Cake,1,3,3,3,3,Cash,Takeaway,20-07-2023
TXN_6361661,Smoothie,Smoothie,2,4,4,8,4,Cash,Unknown,05-11-2023
TXN_4329116,Cake,Cake,3,3,3,9,3,Credit Card,In-store,29-09-2023
TXN_4142781,Sandwich,Sandwich,5,4,4,20,4,Digital Wallet,Takeaway,30-01-2023
TXN_6055428,Salad,Salad,5,5,5,25,5,Cash,Takeaway,25-02-2023
TXN_4359885,Cookie,Cookie,2,1,1,2,1,Credit Card,In-store,16-01-2023
TXN_4255116,Juice,Juice,4,3,3,12,3,Credit Card,In-store,24-12-2023
TXN_6511482,Tea,Tea,3,2,1.5,4.5,1.5,Credit Card,Unknown,17-03-2023
TXN_9672367,Cookie,Cookie,2,1,1,2,1,Unknown,In-store,21-12-2023
TXN_1514364,Coffee,Coffee,5,2,2,10,2,Digital Wallet,In-store,21-01-2023
TXN_1643122,Juice,Juice,3,3,3,9,3,Unknown,In-store,15-05-2023
TXN_2252586,Tea,Tea,3,2,1.5,4.5,1.5,Cash,Takeaway,08-09-2023
TXN_8853027,Smoothie,Smoothie,5,4,4,20,4,Credit Card,In-store,21-06-2023
TXN_1489200,Unknown,Cake,1,3,3,3,3,Unknown,Unknown,27-03-2023
TXN_2351890,Tea,Tea,4,2,1.5,6,1.5,Unknown,In-store,27-02-2023
TXN_1026050,Cake,Cake,1,3,3,3,3,Unknown,Unknown,23-04-2023
TXN_3882139,Smoothie,Smoothie,4,4,4,16,4,Unknown,Unknown,28-12-2023
TXN_6149247,Sandwich,Sandwich,3,4,4,12,4,Unknown,Takeaway,21-09-2023
TXN_3371429,Salad,Salad,2,5,5,10,5,Credit Card,Unknown,01-11-2023
TXN_5136479,Sandwich,Sandwich,1,4,4,4,4,Unknown,In-store,04-01-2023
TXN_5722175,Tea,Tea,2,2,1.5,3,1.5,Digital Wallet,Takeaway,01-03-2023
TXN_4075198,Salad,Salad,5,5,5,25,5,Cash,Unknown,27-08-2023
TXN_3865627,Coffee,Coffee,4,2,2,8,2,Unknown,In-store,16-02-2023
TXN_2136226,Juice,Juice,2,3,3,6,3,Digital Wallet,In-store,12-12-2023
TXN_2920551,Sandwich,Sandwich,4,4,4,16,4,Credit Card,Takeaway,27-11-2023
TXN_9206923,Sandwich,Sandwich,1,4,4,4,4,Unknown,Unknown,16-11-2023
TXN_6335909,Salad,Salad,4,5,5,20,5,Unknown,In-store,21-06-2023
TXN_8107970,Coffee,Coffee,2,2,2,4,2,Credit Card,Takeaway,03-06-2023
TXN_8079747,Unknown,Salad,2,5,5,10,5,Digital Wallet,Unknown,18-03-2023
TXN_2135358,Cake,Cake,5,3,3,15,3,Credit Card,Unknown,28-05-2023
TXN_1313701,Cookie,Cookie,2,1,1,2,1,Unknown,Unknown,03-10-2023
TXN_4035669,Juice,Juice,3,3,3,9,3,Cash,Unknown,21-04-2023
TXN_4037502,Coffee,Coffee,2,2,2,4,2,Cash,Takeaway,10-08-2023
TXN_6879752,Tea,Tea,1,2,1.5,1.5,1.5,Digital Wallet,In-store,07-10-2023
TXN_8708666,Cake,Cake,4,3,3,12,3,Unknown,Takeaway,10-01-2023
TXN_5535579,Coffee,Coffee,5,2,2,10,2,Cash,In-store,21-12-2023
TXN_2449402,Smoothie,Smoothie,5,4,4,20,4,Cash,Unknown,29-01-2023
TXN_6097759,Smoothie,Smoothie,4,4,4,16,4,Cash,In-store,18-06-2023
TXN_9579740,Cake,Cake,3,3,3,9,3,Digital Wallet,Unknown,05-03-2023
TXN_3026936,Cake,Cake,5,3,3,15,3,Unknown,Unknown,19-05-2023
TXN_2532519,Cake,Cake,2,3,3,6,3,Digital Wallet,Unknown,10-04-2023
TXN_9959765,Juice,Juice,4,3,3,12,3,Cash,Unknown,19-02-2023
TXN_9514996,Sandwich,Sandwich,2,4,4,8,4,Credit Card,Takeaway,25-07-2023
TXN_6757560,Cake,Cake,4,3,3,12,3,Cash,Unknown,12-08-2023
TXN_2222893,Coffee,Coffee,4,2,2,8,2,Unknown,Takeaway,20-12-2023
TXN_4346607,Salad,Salad,2,5,5,10,5,Digital Wallet,Unknown,17-03-2023
TXN_2586830,Juice,Juice,1,3,3,3,3,Unknown,In-store,12-02-2023
TXN_2706461,Salad,Salad,3,5,5,15,5,Credit Card,Unknown,13-12-2023
TXN_1829391,Juice,Juice,4,3,3,12,3,Credit Card,Unknown,06-10-2023
TXN_5022805,Sandwich,Sandwich,1,4,4,4,4,Credit Card,Takeaway,17-12-2023
TXN_6815801,Cookie,Cookie,1,1,1,1,1,Digital Wallet,Takeaway,15-03-2023
TXN_2541441,Cake,Cake,1,3,3,3,3,Cash,Takeaway,21-09-2023
TXN_5189465,Cookie,Cookie,4,1,1,4,1,Unknown,Takeaway,04-10-2023
TXN_1217810,Cookie,Cookie,1,1,1,1,1,Digital Wallet,Unknown,06-07-2023
TXN_4894647,Salad,Salad,2,5,5,10,5,Cash,Takeaway,26-12-2023
TXN_7622855,Sandwich,Sandwich,2,4,4,8,4,Credit Card,Unknown,10-07-2023
TXN_3215610,Unknown,Cake,2,3,3,6,3,Digital Wallet,Takeaway,14-06-2023
TXN_9931637,Cake,Cake,2,3,3,6,3,Cash,Takeaway,17-09-2023
TXN_6625294,Sandwich,Sandwich,2,4,4,8,4,Digital Wallet,Unknown,05-03-2023
TXN_4577368,Cake,Cake,4,3,3,12,3,Cash,Unknown,29-05-2023
TXN_4158904,Juice,Juice,2,3,3,6,3,Digital Wallet,In-store,31-01-2023
TXN_3444569,Unknown,Smoothie,1,4,4,4,4,Credit Card,Takeaway,07-10-2023
TXN_1208926,Cookie,Cookie,4,1,1,4,1,Credit Card,In-store,07-12-2023
TXN_8090361,Coffee,Coffee,1,2,2,2,2,Unknown,Unknown,12-03-2023
TXN_8363628,Salad,Salad,1,5,5,5,5,Digital Wallet,Unknown,07-04-2023
TXN_4761088,Cake,Cake,4,3,3,12,3,Digital Wallet,Unknown,27-08-2023
TXN_2672126,Unknown,Cookie,3,1,1,3,1,Cash,Unknown,07-07-2023
TXN_3232279,Unknown,Smoothie,4,,4,16,4,Unknown,Takeaway,30-05-2023
TXN_8526941,Sandwich,Sandwich,5,4,4,20,4,Unknown,Takeaway,16-03-2023
TXN_2453194,Cake,Cake,4,3,3,12,3,Digital Wallet,Unknown,18-11-2023
TXN_9970195,Coffee,Coffee,2,2,2,4,2,Unknown,Unknown,10-11-2023
TXN_4458848,Cookie,Cookie,2,1,1,2,1,Unknown,In-store,30-10-2023
TXN_1606273,Coffee,Coffee,1,2,2,2,2,Digital Wallet,Takeaway,02-11-2023
TXN_8053946,Tea,Tea,1,2,1.5,1.5,1.5,Unknown,Takeaway,18-09-2023
TXN_7963189,Cookie,Cookie,4,1,1,4,1,Digital Wallet,Takeaway,24-03-2023
TXN_9151273,Tea,Tea,2,2,1.5,3,1.5,Cash,Unknown,09-04-2023
TXN_4702345,Salad,Salad,4,5,5,20,5,Digital Wallet,Unknown,08-01-2023
TXN_7972349,Cake,Cake,4,3,3,12,3,Unknown,In-store,19-04-2023
TXN_4832452,Tea,Tea,5,2,1.5,7.5,1.5,Cash,Unknown,05-02-2023
TXN_9314690,Salad,Salad,2,5,5,10,5,Credit Card,Unknown,11-12-2023
TXN_3852141,Cake,Cake,5,3,3,15,3,Credit Card,In-store,04-08-2023
TXN_4723529,Sandwich,Sandwich,2,4,4,8,4,Unknown,Unknown,25-03-2023
TXN_9537106,Unknown,Smoothie,3,4,4,12,4,Unknown,Unknown,11-10-2023
TXN_6039321,Salad,Salad,2,5,5,10,5,Credit Card,Unknown,15-02-2023
TXN_5797307,Tea,Tea,5,2,1.5,7.5,1.5,Unknown,In-store,16-03-2023
TXN_2262398,Tea,Tea,1,2,1.5,1.5,1.5,Credit Card,Takeaway,12-09-2023
TXN_9813095,Juice,Juice,2,3,3,6,3,Cash,Unknown,12-06-2023
TXN_8627869,Juice,Juice,1,3,3,3,3,Unknown,Unknown,31-10-2023
TXN_1123346,Tea,Tea,3,2,1.5,4.5,1.5,Unknown,Unknown,31-07-2023
TXN_6729852,Cookie,Cookie,4,1,1,4,1,Unknown,Unknown,29-06-2023
TXN_9300618,Tea,Tea,3,2,1.5,4.5,1.5,Credit Card,Unknown,06-03-2023
TXN_7832527,Cake,Cake,3,3,3,9,3,Cash,In-store,26-01-2023
TXN_4703100,Sandwich,Sandwich,1,4,4,4,4,Unknown,Unknown,26-01-2023
TXN_1650385,Sandwich,Sandwich,1,4,4,4,4,Unknown,Unknown,24-07-2023
TXN_3632068,Unknown,Cake,2,3,3,6,3,Cash,Unknown,29-08-2023
TXN_2132434,Salad,Salad,4,5,5,20,5,Digital Wallet,In-store,03-06-2023
TXN_3847176,Sandwich,Sandwich,3,4,4,12,4,Unknown,Takeaway,07-05-2023
TXN_9691955,Juice,Juice,3,3,3,9,3,Credit Card,In-store,03-11-2023
TXN_4985415,Tea,Tea,4,2,1.5,6,1.5,Digital Wallet,Unknown,01-08-2023
TXN_1172121,Coffee,Coffee,5,2,2,10,2,Cash,Takeaway,26-08-2023
TXN_2521185,Smoothie,Smoothie,2,4,4,8,4,Cash,Takeaway,20-03-2023
TXN_6233021,Juice,Juice,5,3,3,15,3,Digital Wallet,Takeaway,22-12-2023
TXN_7498795,Cookie,Cookie,2,1,1,2,1,Cash,Takeaway,11-03-2023
TXN_6730130,Tea,Tea,2,2,1.5,3,1.5,Unknown,Unknown,16-10-2023
TXN_8810855,Sandwich,Sandwich,4,4,4,16,4,Unknown,Unknown,30-04-2023
TXN_1599516,Juice,Juice,3,3,3,9,3,Cash,In-store,11-05-2023
TXN_6888839,Tea,Tea,3,2,1.5,4.5,1.5,Digital Wallet,Takeaway,19-11-2023
TXN_5970304,Unknown,Salad,4,5,5,20,5,Credit Card,Unknown,14-07-2023
TXN_4559065,Juice,Juice,1,3,3,3,3,Cash,In-store,03-05-2023
TXN_7637325,Cookie,Cookie,4,1,1,4,1,Unknown,Unknown,03-05-2023
TXN_9685491,Coffee,Coffee,4,2,2,8,2,Cash,Unknown,20-09-2023
TXN_1767321,Sandwich,Sandwich,1,4,4,4,4,Unknown,In-store,24-03-2023
TXN_9046415,Smoothie,Smoothie,2,4,4,8,4,Unknown,Unknown,06-06-2023
TXN_3785168,Unknown,Cake,3,3,3,9,3,Unknown,Takeaway,01-05-2023
TXN_2696377,Juice,Juice,4,3,3,12,3,Digital Wallet,In-store,11-04-2023
TXN_7754382,Sandwich,Sandwich,4,4,4,16,4,Credit Card,Unknown,28-06-2023
TXN_4602865,Cookie,Cookie,5,1,1,5,1,Digital Wallet,Takeaway,27-09-2023
TXN_5966765,Cake,Cake,5,3,3,15,3,Credit Card,Takeaway,09-11-2023
TXN_4328228,Sandwich,Sandwich,5,4,4,20,4,Unknown,Unknown,08-01-2023
TXN_2462604,Tea,Tea,5,2,1.5,7.5,1.5,Credit Card,Unknown,13-07-2023
TXN_2897354,Juice,Juice,4,3,3,12,3,Unknown,In-store,22-06-2023
TXN_5280256,Unknown,Cookie,5,1,1,5,1,Unknown,In-store,12-07-2023
TXN_3283631,Sandwich,Sandwich,2,4,4,8,4,Credit Card,In-store,15-03-2023
TXN_8929329,Juice,Juice,4,3,3,12,3,Unknown,Unknown,29-10-2023
TXN_1328953,Smoothie,Smoothie,3,4,4,12,4,Unknown,Unknown,28-12-2023
TXN_4852852,Smoothie,Smoothie,2,4,4,8,4,Unknown,Unknown,06-10-2023
TXN_3344089,Sandwich,Sandwich,4,4,4,16,4,Cash,In-store,10-08-2023
TXN_2909634,Smoothie,Smoothie,1,4,4,4,4,Unknown,Takeaway,02-10-2023
TXN_7551280,Cookie,Cookie,4,1,1,4,1,Credit Card,Takeaway,14-04-2023
TXN_5390533,Smoothie,Smoothie,3,4,4,12,4,Unknown,In-store,18-11-2023
TXN_8487216,Tea,Tea,1,2,1.5,1.5,1.5,Cash,Unknown,01-07-2023
TXN_3863163,Cookie,Cookie,3,1,1,3,1,Digital Wallet,Takeaway,12-10-2023
TXN_4260865,Smoothie,Smoothie,4,4,4,16,4,Unknown,Unknown,25-02-2023
TXN_7922471,Cake,Cake,3,3,3,9,3,Cash,Unknown,18-04-2023
TXN_3653560,Coffee,Coffee,4,2,2,8,2,Digital Wallet,Takeaway,01-07-2023
TXN_4075817,Cookie,Cookie,2,1,1,2,1,Cash,Unknown,18-03-2023
TXN_3715065,Salad,Salad,3,5,5,15,5,Credit Card,Unknown,17-03-2023
TXN_9549208,Coffee,Coffee,1,2,2,2,2,Digital Wallet,In-store,30-10-2023
TXN_2919952,Juice,Juice,5,3,3,15,3,Digital Wallet,In-store,17-02-2023
TXN_2670824,Juice,Juice,2,3,3,6,3,Digital Wallet,Takeaway,03-03-2023
TXN_7455953,Coffee,Coffee,2,2,2,4,2,Unknown,Unknown,01-05-2023
TXN_5926432,Smoothie,Smoothie,4,4,4,16,4,Cash,In-store,29-06-2023
TXN_8235381,Cookie,Cookie,3,1,1,3,1,Digital Wallet,In-store,01-03-2023
TXN_6206679,Tea,Tea,1,2,1.5,1.5,1.5,Unknown,In-store,01-05-2023
TXN_2954630,Salad,Salad,2,5,5,10,5,Credit Card,Unknown,30-09-2023
TXN_1402641,Tea,Tea,3,2,1.5,4.5,1.5,Credit Card,Takeaway,12-09-2023
TXN_6405489,Sandwich,Sandwich,3,4,4,12,4,Credit Card,Takeaway,04-05-2023
TXN_3003311,Cake,Cake,5,3,3,15,3,Digital Wallet,In-store,01-08-2023
TXN_3273540,Unknown,Cake,1,3,3,3,3,Credit Card,Unknown,21-08-2023
TXN_4570881,Unknown,Coffee,1,2,2,2,2,Unknown,Unknown,14-09-2023
TXN_3421404,Unknown,Smoothie,4,4,4,16,4,Credit Card,Unknown,05-05-2023
TXN_8468509,Unknown,Smoothie,3,4,4,12,4,Credit Card,Unknown,13-06-2023
TXN_9436342,Juice,Juice,4,3,3,12,3,Digital Wallet,In-store,26-11-2023
TXN_3110245,Cake,Cake,5,3,3,15,3,Cash,Takeaway,21-04-2023
TXN_1999100,Smoothie,Smoothie,3,4,4,12,4,Digital Wallet,Unknown,08-11-2023
TXN_3654203,Coffee,Coffee,1,2,2,2,2,Unknown,Unknown,21-04-2023
TXN_2406283,Juice,Juice,4,3,3,12,3,Digital Wallet,In-store,24-02-2023
TXN_8964166,Juice,Juice,5,3,3,15,3,Cash,Unknown,10-11-2023
TXN_1354464,Cake,Cake,5,3,3,15,3,Digital Wallet,In-store,18-03-2023
TXN_5582443,Salad,Salad,3,5,5,15,5,Credit Card,In-store,13-04-2023
TXN_6204081,Cake,Cake,1,3,3,3,3,Digital Wallet,Takeaway,12-07-2023
TXN_8647048,Sandwich,Sandwich,2,4,4,8,4,Credit Card,In-store,03-11-2023
TXN_1689024,Coffee,Coffee,5,2,2,10,2,Credit Card,In-store,17-04-2023
TXN_5422928,Tea,Tea,4,2,1.5,6,1.5,Digital Wallet,Takeaway,20-09-2023
TXN_9855567,Cookie,Cookie,3,1,1,3,1,Credit Card,Unknown,25-05-2023
TXN_3311860,Juice,Juice,1,3,3,3,3,Digital Wallet,In-store,21-11-2023
TXN_4147675,Tea,Tea,2,2,1.5,3,1.5,Credit Card,In-store,04-01-2023
TXN_7560178,Cookie,Cookie,5,1,1,5,1,Digital Wallet,In-store,17-08-2023
TXN_4677478,Cake,Cake,4,3,3,12,3,Unknown,In-store,09-07-2023
TXN_3930990,Tea,Tea,4,2,1.5,6,1.5,Digital Wallet,Takeaway,27-02-2023
TXN_8675922,Unknown,Salad,4,5,5,20,5,Unknown,Unknown,31-03-2023
TXN_6621596,Salad,Salad,2,5,5,10,5,Credit Card,Unknown,25-09-2023
TXN_8076942,Cookie,Cookie,2,1,1,2,1,Cash,Takeaway,29-04-2023
TXN_4367689,Cookie,Cookie,2,1,1,2,1,Cash,Unknown,30-09-2023
TXN_2941800,Salad,Salad,5,5,5,25,5,Cash,Unknown,25-04-2023
TXN_7072581,Cookie,Cookie,2,1,1,2,1,Credit Card,Unknown,12-08-2023
TXN_7809506,Salad,Salad,2,5,5,10,5,Unknown,Takeaway,05-06-2023
TXN_6884558,Unknown,Cake,1,3,3,3,3,Cash,In-store,14-08-2023
TXN_6864420,Cookie,Cookie,2,1,1,2,1,Credit Card,Takeaway,18-06-2023
TXN_3109057,Tea,Tea,4,2,1.5,6,1.5,Cash,Unknown,26-11-2023
TXN_2257337,Cookie,Cookie,4,1,1,4,1,Cash,Unknown,24-07-2023
TXN_9417344,Tea,Tea,3,2,1.5,4.5,1.5,Unknown,Takeaway,09-11-2023
TXN_6503884,Juice,Juice,1,3,3,3,3,Cash,In-store,28-05-2023
TXN_2206639,Coffee,Coffee,4,2,2,8,2,Cash,Takeaway,29-06-2023
TXN_9337894,Tea,Tea,2,2,1.5,3,1.5,Unknown,Unknown,30-12-2023
TXN_7068361,Juice,Juice,5,3,3,15,3,Credit Card,Unknown,25-12-2023
TXN_1405124,Unknown,Smoothie,3,4,4,12,4,Digital Wallet,Takeaway,03-08-2023
TXN_2395608,Tea,Tea,3,2,1.5,4.5,1.5,Cash,In-store,16-03-2023
TXN_5423024,Smoothie,Smoothie,1,4,4,4,4,Digital Wallet,In-store,30-04-2023
TXN_2802630,Cookie,Cookie,4,1,1,4,1,Unknown,Takeaway,18-06-2023
TXN_3134595,Juice,Juice,3,3,3,9,3,Credit Card,Takeaway,25-02-2023
TXN_2251128,Smoothie,Smoothie,3,4,4,12,4,Credit Card,In-store,07-06-2023
TXN_4213071,Salad,Salad,1,5,5,5,5,Unknown,Takeaway,10-04-2023
TXN_6220280,Tea,Tea,1,2,1.5,1.5,1.5,Credit Card,Unknown,15-02-2023
TXN_4832163,Cake,Cake,4,3,3,12,3,Cash,Takeaway,17-11-2023
TXN_6663451,Cake,Cake,1,3,3,3,3,Cash,Unknown,05-08-2023
TXN_1443928,Cake,Cake,4,3,3,12,3,Cash,Takeaway,03-12-2023
TXN_1670597,Coffee,Coffee,2,2,2,4,2,Cash,Takeaway,21-05-2023
TXN_3854210,Smoothie,Smoothie,1,4,4,4,4,Cash,Unknown,30-12-2023
TXN_2165745,Coffee,Coffee,4,2,2,8,2,Credit Card,In-store,31-01-2023
TXN_3082888,Tea,Tea,1,2,1.5,1.5,1.5,Cash,In-store,20-09-2023
TXN_2294397,Coffee,Coffee,5,2,2,10,2,Digital Wallet,In-store,25-02-2023
TXN_4160784,Cookie,Cookie,5,1,1,5,1,Unknown,In-store,20-05-2023
TXN_7248594,Coffee,Coffee,3,2,2,6,2,Credit Card,In-store,26-03-2023
TXN_5031020,Coffee,Coffee,5,2,2,10,2,Unknown,Unknown,25-11-2023
TXN_3059966,Smoothie,Smoothie,1,4,4,4,4,Digital Wallet,In-store,24-12-2023
TXN_9287780,Smoothie,Smoothie,2,4,4,8,4,Cash,In-store,02-09-2023
TXN_1022220,Juice,Juice,3,3,3,9,3,Unknown,Takeaway,03-08-2023
TXN_7144740,Cake,Cake,4,3,3,12,3,Unknown,Unknown,24-07-2023
TXN_7666945,Tea,Tea,5,2,1.5,7.5,1.5,Unknown,Unknown,07-07-2023
TXN_7880000,Salad,Salad,3,5,5,15,5,Credit Card,In-store,28-01-2023
TXN_4900574,Juice,Juice,3,3,3,9,3,Unknown,Unknown,06-05-2023
TXN_7838576,Coffee,Coffee,3,2,2,6,2,Unknown,In-store,11-11-2023
TXN_1419188,Cake,Cake,5,3,3,15,3,Credit Card,Unknown,26-11-2023
TXN_1767201,Unknown,Salad,5,5,5,25,5,Credit Card,Unknown,12-07-2023
TXN_2964794,Cake,Cake,2,3,3,6,3,Unknown,Takeaway,09-03-2023
TXN_3936162,Cookie,Cookie,1,1,1,1,1,Unknown,Unknown,26-02-2023
TXN_4432082,Juice,Juice,5,3,3,15,3,Unknown,Unknown,20-04-2023
TXN_9496791,Salad,Salad,4,5,5,20,5,Credit Card,In-store,19-07-2023
TXN_4194115,Tea,Tea,5,2,1.5,7.5,1.5,Unknown,Unknown,17-08-2023
TXN_7741707,Salad,Salad,3,5,5,15,5,Unknown,Takeaway,09-05-2023
TXN_4216055,Cookie,Cookie,5,1,1,5,1,Digital Wallet,Unknown,27-12-2023
TXN_2320493,Smoothie,Smoothie,1,4,4,4,4,Digital Wallet,In-store,22-03-2023
TXN_4835929,Coffee,Coffee,2,2,2,4,2,Unknown,In-store,03-10-2023
TXN_6755791,Coffee,Coffee,2,2,2,4,2,Cash,Unknown,01-04-2023
TXN_9861432,Cookie,Cookie,2,1,1,2,1,Unknown,Takeaway,09-12-2023
TXN_8271278,Tea,Tea,1,2,1.5,1.5,1.5,Unknown,Unknown,01-07-2023
TXN_2005032,Cookie,Cookie,2,1,1,2,1,Digital Wallet,Unknown,30-11-2023
TXN_4208919,Unknown,Smoothie,3,,4,12,4,Unknown,Takeaway,30-05-2023
TXN_9699083,Smoothie,Smoothie,1,4,4,4,4,Cash,In-store,12-02-2023
TXN_5714767,Salad,Salad,4,5,5,20,5,Digital Wallet,Takeaway,02-03-2023
TXN_5844851,Smoothie,Smoothie,5,4,4,20,4,Unknown,Unknown,15-02-2023
TXN_8141558,Cake,Cake,5,3,3,15,3,Credit Card,Unknown,05-12-2023
TXN_4314314,Cake,Cake,4,3,3,12,3,Cash,Unknown,02-01-2023
TXN_4155001,Smoothie,Smoothie,1,4,4,4,4,Unknown,Unknown,30-11-2023
TXN_1072678,Juice,Juice,2,3,3,6,3,Cash,Unknown,30-05-2023
TXN_7981162,Cake,Cake,3,3,3,9,3,Credit Card,Takeaway,30-05-2023
TXN_2316206,Cookie,Cookie,1,1,1,1,1,Credit Card,In-store,23-01-2023
TXN_7343342,Cookie,Cookie,2,1,1,2,1,Cash,Takeaway,21-12-2023
TXN_4573096,Coffee,Coffee,1,2,2,2,2,Digital Wallet,In-store,13-08-2023
TXN_3577482,Unknown,Cake,4,3,3,12,3,Digital Wallet,Unknown,01-06-2023
TXN_6370625,Sandwich,Sandwich,3,4,4,12,4,Credit Card,In-store,26-08-2023
TXN_7580803,Juice,Juice,4,3,3,12,3,Cash,In-store,06-04-2023
TXN_8306028,Salad,Salad,1,5,5,5,5,Unknown,Takeaway,27-02-2023
TXN_7530692,Coffee,Coffee,1,2,2,2,2,Credit Card,Unknown,30-06-2023
TXN_4383002,Coffee,Coffee,1,2,2,2,2,Unknown,In-store,18-12-2023
TXN_2939069,Smoothie,Smoothie,5,4,4,20,4,Credit Card,Takeaway,06-09-2023
TXN_2301001,Smoothie,Smoothie,1,4,4,4,4,Unknown,Takeaway,06-01-2023
TXN_5009924,Cake,Cake,3,3,3,9,3,Digital Wallet,Unknown,08-09-2023
TXN_9988801,Smoothie,Smoothie,5,4,4,20,4,Cash,Unknown,20-10-2023
TXN_7895514,Unknown,Cake,4,3,3,12,3,Digital Wallet,Takeaway,06-08-2023
TXN_8432045,Cake,Cake,3,3,3,9,3,Credit Card,Unknown,09-11-2023
TXN_8127433,Sandwich,Sandwich,3,4,4,12,4,Unknown,Takeaway,11-07-2023
TXN_7640914,Salad,Salad,1,5,5,5,5,Credit Card,Unknown,12-02-2023
TXN_4374963,Juice,Juice,1,3,3,3,3,Cash,In-store,04-07-2023
TXN_3212317,Salad,Salad,5,5,5,25,5,Unknown,Takeaway,25-05-2023
TXN_7744874,Coffee,Coffee,1,2,2,2,2,Cash,Unknown,28-06-2023
TXN_7768350,Cookie,Cookie,1,1,1,1,1,Cash,In-store,19-08-2023
TXN_9128859,Coffee,Coffee,2,2,2,4,2,Unknown,Takeaway,28-11-2023
TXN_9375649,Cookie,Cookie,4,1,1,4,1,Unknown,In-store,06-03-2023
TXN_4401563,Juice,Juice,5,3,3,15,3,Digital Wallet,Takeaway,20-09-2023
TXN_8502946,Smoothie,Smoothie,3,4,4,12,4,Unknown,In-store,15-09-2023
TXN_8687294,Smoothie,Smoothie,3,4,4,12,4,Credit Card,Unknown,01-08-2023
TXN_2176821,Unknown,Salad,3,5,5,15,5,Digital Wallet,Unknown,05-05-2023
TXN_8443384,Sandwich,Sandwich,5,4,4,20,4,Digital Wallet,In-store,13-02-2023
TXN_5053064,Salad,Salad,3,5,5,15,5,Unknown,Unknown,19-06-2023
TXN_7824739,Cookie,Cookie,3,1,1,3,1,Digital Wallet,Unknown,17-07-2023
TXN_7226406,Cake,Cake,1,3,3,3,3,Credit Card,Unknown,11-02-2023
TXN_9793806,Tea,Tea,3,2,1.5,4.5,1.5,Digital Wallet,Takeaway,25-04-2023
TXN_8195843,Cookie,Cookie,4,1,1,4,1,Unknown,Unknown,02-06-2023
TXN_6027923,Unknown,Salad,1,5,5,5,5,Digital Wallet,Takeaway,23-07-2023
TXN_5438652,Sandwich,Sandwich,4,4,4,16,4,Cash,Unknown,17-03-2023
TXN_8385625,Tea,Tea,4,2,1.5,6,1.5,Digital Wallet,Takeaway,23-12-2023
TXN_7814715,Cookie,Cookie,5,1,1,5,1,Cash,Unknown,24-04-2023
TXN_6532452,Smoothie,Smoothie,5,4,4,20,4,Cash,Takeaway,24-02-2023
TXN_9706608,Smoothie,Smoothie,1,4,4,4,4,Cash,Unknown,22-05-2023
TXN_5963749,Cake,Cake,1,3,3,3,3,Digital Wallet,In-store,04-11-2023
TXN_6885218,Salad,Salad,1,5,5,5,5,Unknown,In-store,23-10-2023
TXN_3845871,Sandwich,Sandwich,1,4,4,4,4,Unknown,In-store,29-10-2023
TXN_5767392,Cake,Cake,5,3,3,15,3,Credit Card,Unknown,24-10-2023
TXN_8685281,Tea,Tea,1,2,1.5,1.5,1.5,Digital Wallet,In-store,30-07-2023
TXN_3205079,Cake,Cake,5,3,3,15,3,Credit Card,Unknown,07-11-2023
TXN_1523626,Cake,Cake,4,3,3,12,3,Unknown,Takeaway,21-07-2023
TXN_8944202,Smoothie,Smoothie,3,4,4,12,4,Credit Card,Takeaway,08-06-2023
TXN_2402993,Cookie,Cookie,5,1,1,5,1,Cash,Takeaway,11-06-2023
TXN_1340358,Sandwich,Sandwich,3,4,4,12,4,Cash,Takeaway,09-06-2023
TXN_6959328,Sandwich,Sandwich,3,4,4,12,4,Credit Card,Takeaway,23-04-2023
TXN_1613996,Juice,Juice,2,3,3,6,3,Unknown,In-store,12-10-2023
